dump_name,breach_date,record_count,source
Audiocar.pl,,,ScatteredSecrets
AulumMultihal.dk,,,ScatteredSecrets
Aunika.com,,,ScatteredSecrets
AuroraFN.dev,,,ScatteredSecrets
Ausbb.com,,,ScatteredSecrets
AussieArcade.com,,,ScatteredSecrets
AussieVapers.com,,,ScatteredSecrets
Australia-Uni.com,,,ScatteredSecrets
Autentik.rs,,,ScatteredSecrets
AutoCamping.co.kr,,,ScatteredSecrets
AutoCenterOfColumbus.com,,,ScatteredSecrets
AutoCentrum.pl,,,ScatteredSecrets
AutoClique.com.br,,,ScatteredSecrets
AutoGeekOnline.net,,,ScatteredSecrets
AutoHiFi-Customs.ru,,,ScatteredSecrets
AutoHotKey.com,,,ScatteredSecrets
AutoKharkov.com.ua,,,ScatteredSecrets
AutoOneGroup.it,,,ScatteredSecrets
AutoPecasMonterey.com.br,,,ScatteredSecrets
AutoPostClassifieds.com,,,ScatteredSecrets
AutoSportWilly.com,,,ScatteredSecrets
AutoccasioneSoriano.com,,,ScatteredSecrets
Automobile-Sportive.com,,,ScatteredSecrets
Autoparts4Africa.co.za,,,ScatteredSecrets
Autopolicy.review,,,ScatteredSecrets
AuxBullesGourmandes.com,,,ScatteredSecrets
Av-tw.net,,,ScatteredSecrets
Avaescorts.com,,,ScatteredSecrets
AvaloniaOnline.com,,,ScatteredSecrets
Avanqard.net,,,ScatteredSecrets
Avast.com,,,ScatteredSecrets
AverFight.fr,,,ScatteredSecrets
AviacionArgentina.net,,,ScatteredSecrets
Aviafora.com,,,ScatteredSecrets
AvianID.co.uk,,,ScatteredSecrets
Avidyne.com,,,ScatteredSecrets
Avifauna.dk,,,ScatteredSecrets
AvogadoOnline.net,,,ScatteredSecrets
Avstv.com,,,ScatteredSecrets
AvtoMagazin.bg,,,ScatteredSecrets
AvtoTo.ru,,,ScatteredSecrets
Avtofirms.ru,,,ScatteredSecrets
Avvo.com,,,ScatteredSecrets
Awards-hamradio.club,,,ScatteredSecrets
AwesomeForums.net,,,ScatteredSecrets
AxeiNoJacintinho.com.br,,,ScatteredSecrets
AxelrodAutoOutlet.com,,,ScatteredSecrets
AxiJobs.com,,,ScatteredSecrets
Ayaan.com.fj,,,ScatteredSecrets
Azazie.com,,,ScatteredSecrets
B-Invogue.co.uk,,,ScatteredSecrets
B2BZone.kr,,,ScatteredSecrets
BADairies.co.uk,,,ScatteredSecrets
BASARAB.ru,,,ScatteredSecrets
BBAPL.in,,,ScatteredSecrets
BBCondominios.com.br,,,ScatteredSecrets
BBLax.com,,,ScatteredSecrets
BBMCSA.com,,,ScatteredSecrets
BBrother.net,,,ScatteredSecrets
BCM.edu,,,ScatteredSecrets
BCONNECT.co.il,,,ScatteredSecrets
BCWars.com,,,ScatteredSecrets
BDDirect.com,,,ScatteredSecrets
BDFMedical.org,,,ScatteredSecrets
BDGreaterLondon.co.uk,,,ScatteredSecrets
BDSM.com.ua,,,ScatteredSecrets
